global_step,episode,episode_return,episode_length,policy_loss,value_loss,entropy,kl,eval_return
147594,661,500.0,500,,,,,
148016,662,422.0,422,,,,,
148333,663,317.0,317,,,,,
148493,664,160.0,160,,,,,
148993,665,500.0,500,,,,,
149493,666,500.0,500,,,,,
149504,667,,,-0.003000245455768891,68.94978585243226,0.5626235231757164,0.0038972240440124186,
149993,667,500.0,500,,,,,
150223,668,230.0,230,,,,,
150615,669,392.0,392,,,,,
151115,670,500.0,500,,,,,
151435,671,320.0,320,,,,,
151552,672,,,0.0006084698427002877,67.41008449792862,0.5781797133386135,0.001524470019737132,500.0
151935,672,500.0,500,,,,,
152435,673,500.0,500,,,,,
152935,674,500.0,500,,,,,
153435,675,500.0,500,,,,,
153600,676,,,-0.00011971824569627643,71.19438064098358,0.5707458466291427,0.0015167262402116174,
153795,676,360.0,360,,,,,
154111,677,316.0,316,,,,,
154611,678,500.0,500,,,,,
155111,679,500.0,500,,,,,
155354,680,243.0,243,,,,,
155648,681,,,-0.004273127802298405,67.440749335289,0.5706220673397183,0.005459307603010203,
155854,681,500.0,500,,,,,
155909,682,55.0,55,,,,,
156409,683,500.0,500,,,,,
156795,684,386.0,386,,,,,
157295,685,500.0,500,,,,,
157696,686,,,-0.002919858059613034,69.63068243265153,0.5608474995940924,0.0032423156639719676,
157795,686,500.0,500,,,,,
158295,687,500.0,500,,,,,
158795,688,500.0,500,,,,,
159295,689,500.0,500,,,,,
159744,690,,,-0.00030234353034757077,70.03290265798569,0.5528842797502875,0.0021970675067478932,
159795,690,500.0,500,,,,,
160295,691,500.0,500,,,,,
160795,692,500.0,500,,,,,
161295,693,500.0,500,,,,,
161792,694,,,-0.003798299841582775,69.90849243402481,0.5625296847894787,0.0051568749735175015,500.0
161795,694,500.0,500,,,,,
162295,695,500.0,500,,,,,
162795,696,500.0,500,,,,,
163295,697,500.0,500,,,,,
163795,698,500.0,500,,,,,
163840,699,,,-0.00014206263585947454,69.85341773033142,0.5721717569977045,0.0021880268996142273,
164293,699,498.0,498,,,,,
164793,700,500.0,500,,,,,
165293,701,500.0,500,,,,,
165793,702,500.0,500,,,,,
165888,703,,,-0.0007196760911028832,69.12614427804947,0.5704788610339164,0.0027903366643386254,
166293,703,500.0,500,,,,,
166793,704,500.0,500,,,,,
167293,705,500.0,500,,,,,
167793,706,500.0,500,,,,,
167936,707,,,-0.0038988080574199556,68.13166525363923,0.5758694609627127,0.0059883876239553175,
168194,707,401.0,401,,,,,
168642,708,448.0,448,,,,,
168866,709,224.0,224,,,,,
169172,710,306.0,306,,,,,
169336,711,164.0,164,,,,,
169513,712,177.0,177,,,,,
169536,713,23.0,23,,,,,
169835,714,299.0,299,,,,,
169984,715,,,-0.0049002554063918066,62.22097437381744,0.5731417940929532,0.006449013070038495,
170335,715,500.0,500,,,,,
170835,716,500.0,500,,,,,
171335,717,500.0,500,,,,,
171835,718,500.0,500,,,,,
172032,719,,,-0.001252629459486343,68.19319369792939,0.569592465274036,0.0043491331706732835,500.0
172335,719,500.0,500,,,,,
172585,720,250.0,250,,,,,
172848,721,263.0,263,,,,,
173348,722,500.0,500,,,,,
173695,723,347.0,347,,,,,
173841,724,146.0,146,,,,,
174080,725,,,-0.0027742385660531,63.50311667919159,0.5736354757100344,0.004422113738728773,
174341,725,500.0,500,,,,,
174841,726,500.0,500,,,,,
175341,727,500.0,500,,,,,
175841,728,500.0,500,,,,,
176128,729,,,-0.0003970651305280626,67.47037464380264,0.571513133868575,0.002879751355155251,
176341,729,500.0,500,,,,,
176841,730,500.0,500,,,,,
177341,731,500.0,500,,,,,
177841,732,500.0,500,,,,,
178176,733,,,-0.0004870365257374942,67.02355875968934,0.56755447126925,0.004384069694401677,
178341,733,500.0,500,,,,,
178841,734,500.0,500,,,,,
179341,735,500.0,500,,,,,
179841,736,500.0,500,,,,,
180224,737,,,-0.0007708633231231943,66.83437254428864,0.5692171055823565,0.004362435560690883,500.0
180341,737,500.0,500,,,,,
180748,738,407.0,407,,,,,
181248,739,500.0,500,,,,,
181748,740,500.0,500,,,,,
182248,741,500.0,500,,,,,
182272,742,,,-0.0014897159300744534,67.86595720052719,0.5632868574932217,0.002899021161934471,
182748,742,500.0,500,,,,,
183248,743,500.0,500,,,,,
183748,744,500.0,500,,,,,
184248,745,500.0,500,,,,,
184320,746,,,-0.0001184097956866026,66.82499297857285,0.5728369286283851,0.001950257410970848,
184748,746,500.0,500,,,,,
185248,747,500.0,500,,,,,
185748,748,500.0,500,,,,,
186248,749,500.0,500,,,,,
186368,750,,,-0.0034668340755160897,66.3593282699585,0.5567922104150057,0.005371160449729491,
186748,750,500.0,500,,,,,
187248,751,500.0,500,,,,,
187748,752,500.0,500,,,,,
188248,753,500.0,500,,,,,
188416,754,,,-0.0004211107938317582,66.06896455287934,0.5762708434835077,0.0028243506037640203,
188748,754,500.0,500,,,,,
189248,755,500.0,500,,,,,
189748,756,500.0,500,,,,,
190248,757,500.0,500,,,,,
190464,758,,,-0.0030429094971623273,66.50288389921188,0.571376951597631,0.00599861260683029,500.0
190748,758,500.0,500,,,,,
191248,759,500.0,500,,,,,
191748,760,500.0,500,,,,,
191894,761,146.0,146,,,,,
192088,762,194.0,194,,,,,
192464,763,376.0,376,,,,,
192512,764,,,-0.005069341606576927,62.86855096817017,0.5584507022053004,0.0029096759844250853,
192621,764,157.0,157,,,,,
192799,765,178.0,178,,,,,
193299,766,500.0,500,,,,,
193719,767,420.0,420,,,,,
194219,768,500.0,500,,,,,
194560,769,,,-0.0011928216466913,63.23582394123078,0.5632425194606185,0.0030003340835250657,
194712,769,493.0,493,,,,,
195212,770,500.0,500,,,,,
195712,771,500.0,500,,,,,
196212,772,500.0,500,,,,,
196608,773,,,-0.0019484087621094658,65.60110845565796,0.5546551050618291,0.0041454551698450505,
196712,773,500.0,500,,,,,
196976,774,264.0,264,,,,,
197465,775,489.0,489,,,,,
197798,776,333.0,333,,,,,
198298,777,500.0,500,,,,,
198656,778,,,-0.0018018592498265206,61.78076829910278,0.5583506304770708,0.002754949649147439,
198798,778,500.0,500,,,,,
199298,779,500.0,500,,,,,
199798,780,500.0,500,,,,,
200213,781,415.0,415,,,,,
200704,782,,,-0.0024755511520197617,66.42846525907517,0.5585556702688337,0.005718248903364311,284.0
